gene_id,start,end,seqnames,strand
ENSG00000080947.14,16483342,16499257,chr1,-
ENSG00000085231.13,69351726,69367909,chr5,-
chr3:49357000,49357178,49358325,chr3,-
ENSG00000171557.16,154604134,154612659,chr4,-
ENSG00000107263.18,131576778,131740074,chr9,-
ENSG00000147140.15,71283633,71301168,chrX,+
ENSG00000159346.12,202940826,202958285,chr1,-
ENSG00000143575.14,154272620,154275839,chr1,+
ENSG00000135390.17,53665171,53676115,chr12,-
ENSG00000106344.8,128324390,128343908,chr7,-
ENSG00000168779.19,158095954,158105718,chr3,-
ENSG00000171634.16,67965023,67976714,chr17,+
ENSG00000196262.13,44796681,44801631,chr7,+
ENSG00000213719.8,31730583,31736572,chr6,-
ENSG00000044574.7,125236247,125241330,chr9,-
ENSG00000156261.12,29056324,29073639,chr21,-
ENSG00000197894.10,99074913,99088704,chr4,-
ENSG00000106336.12,100586304,100601117,chr7,+
ENSG00000137207.11,43511827,43516959,chr6,-
ENSG00000215126.10,41131678,41189364,chr9,-
ENSG00000134201.10,109712255,109718261,chr1,+
ENSG00000205531.12,2944437,2992377,chr11,-
ENSG00000160188.9,42472486,42496246,chr21,-
ENSG00000248712.7,119190256,119195487,chr11,-
ENSG00000168439.16,64186204,64204543,chr11,+
ENSG00000166452.11,8911192,8919537,chr11,+
chr1:119595000,119595053,119599297,chr1,-
ENSG00000114942.13,206159604,206162928,chr2,+
ENSG00000275835.4,22999176,23039572,chr15,-
ENSG00000048740.18,11017923,11331299,chr10,+
ENSG00000160953.15,1354977,1378428,chr19,+
ENSG00000136874.10,99906671,99951483,chr9,+
ENSG00000130649.9,133527363,133539122,chr10,+
chr9:137062000,137062124,137063534,chr9,-
ENSG00000092203.13,21477224,21496987,chr14,+
ENSG00000100591.7,77458037,77469472,chr14,+
ENSG00000124549.14,26421391,26423729,chr6,+
ENSG00000168028.13,39406719,39412438,chr3,+
ENSG00000166598.14,103930410,103947927,chr12,+
ENSG00000139651.10,53180700,53190869,chr12,+
ENSG00000023228.13,206123819,206159509,chr2,-
ENSG00000148180.19,121268163,121332843,chr9,+
ENSG00000174444.14,66493813,66504827,chr15,-
ENSG00000251669.5,3942911,3955415,chr4,-
ENSG00000071127.16,10074637,10116949,chr4,-
ENSG00000138663.8,83035201,83075818,chr4,+
ENSG00000144642.21,29281073,30004962,chr3,+
ENSG00000100442.10,45115902,45134529,chr14,-
ENSG00000135679.22,68809017,68844195,chr12,+
ENSG00000125733.17,6740909,6751523,chr19,+
ENSG00000143549.19,154158609,154192058,chr1,-
ENSG00000175390.13,7987337,7996169,chr11,+
ENSG00000205629.11,25111745,25178198,chr16,+
ENSG00000100416.12,46335745,46357339,chr22,+
ENSG00000172869.14,119071205,119133691,chr5,+
ENSG00000112282.17,131586749,131591984,chr6,-
ENSG00000141002.19,89873592,89911384,chr16,+
ENSG00000010030.13,36354221,36387800,chr6,-
ENSG00000143127.12,145902116,145904126,chr1,-
ENSG00000242802.6,4775633,4791768,chr7,+
ENSG00000108387.14,58520256,58532286,chr17,-
ENSG00000140521.12,89320802,89334861,chr15,-
ENSG00000099246.16,27504299,27538489,chr10,+
ENSG00000164692.17,94394914,94431232,chr7,+
ENSG00000204525.16,31268863,31272069,chr6,-
ENSG00000050130.17,59484528,59504705,chr14,+
ENSG00000132321.16,236324151,236507535,chr2,-
ENSG00000136100.12,52415313,52450628,chr13,-
ENSG00000125970.11,33993953,34080271,chr20,+
ENSG00000174886.12,5894675,5903756,chr19,-
ENSG00000148399.12,137554904,137578935,chr9,-
ENSG00000088298.12,35115364,35147364,chr20,-
ENSG00000159256.12,36320189,36361089,chr21,+
ENSG00000155508.13,154858241,154876792,chr5,+
ENSG00000130544.11,7069705,7082440,chr19,+
ENSG00000188647.12,69715165,69759941,chr9,-
ENSG00000100380.13,40824535,40856616,chr22,-
ENSG00000076706.16,119308529,119317129,chr11,-
ENSG00000189409.13,1632178,1635263,chr1,+
ENSG00000205629.11,25111735,25228932,chr16,+
ENSG00000228144.2,66123069,66169999,chr12,-
ENSG00000197935.6,29001620,29005260,chr6,-
ENSG00000108515.17,4951119,4957131,chr17,+
ENSG00000272752.6,100336114,100356068,chr7,+
ENSG00000166183.15,104085691,104112708,chr14,+
ENSG00000067182.7,6328757,6342041,chr12,-
ENSG00000133961.19,73275673,73458617,chr14,-
ENSG00000120253.13,149725932,149746560,chr6,-
ENSG00000111640.14,6534512,6538371,chr12,+
ENSG00000155367.15,112709994,112715328,chr1,-
ENSG00000115464.14,61187550,61193365,chr2,-
ENSG00000280893.1,29812179,29815881,chr16,+
ENSG00000242086.8,195701123,195709587,chr3,+
ENSG00000143033.17,93079283,93137151,chr1,+
ENSG00000163938.16,52686032,52696196,chr3,+
ENSG00000163687.13,58192628,58210969,chr3,-
ENSG00000030582.17,44345265,44353102,chr17,+
ENSG00000165119.20,83968909,83980616,chr9,-
ENSG00000108406.9,59565611,59608345,chr17,+
ENSG00000114698.14,146193190,146251143,chr3,-
ENSG00000170876.7,14125015,14143679,chr3,+
ENSG00000142484.6,4771884,4783213,chr17,+
ENSG00000170222.11,10697594,10711233,chr17,+
chr8:133250000,133250461,133254329,chr8,+
ENSG00000051523.10,88643283,88651054,chr16,-
ENSG00000144554.10,10026414,10040684,chr3,+
ENSG00000124177.14,41498106,41618384,chr20,-
ENSG00000115386.5,79120490,79123419,chr2,+
ENSG00000171302.16,78991717,79009802,chr17,-
chr2:79085000,79085031,79088017,chr2,-
ENSG00000115053.15,231454908,231460725,chr2,-
ENSG00000168884.14,2741660,2756342,chr4,-
chr4:143910000,143910768,143912100,chr4,-
chr19:45855000,45855808,45857433,chr19,+
ENSG00000116729.13,68098473,68232521,chr1,-
ENSG00000068438.14,48476203,48486364,chrX,+
ENSG00000030066.13,47778087,47848334,chr11,-
ENSG00000039537.13,41194523,41261438,chr5,-
ENSG00000137133.10,35812960,35815021,chr9,-
ENSG00000168876.8,94494003,94499577,chr11,+
ENSG00000105613.9,12833951,12874951,chr19,+
ENSG00000121851.12,145927603,145978745,chr1,+
ENSG00000115241.10,27381195,27409575,chr2,-
ENSG00000143314.12,156737303,156741131,chr1,-
chr1:174922000,174922441,174923905,chr1,+
ENSG00000101138.11,56392651,56404053,chr20,+
ENSG00000204941.13,43167743,43186506,chr19,-
ENSG00000155307.17,14485228,14546343,chr21,-
ENSG00000115290.9,164492816,164568484,chr2,-
ENSG00000121316.10,14503661,14567749,chr12,-
ENSG00000022840.15,120534356,120576888,chr12,+
chr7:150329000,150329799,150331889,chr7,+
ENSG00000144635.8,32526753,32570874,chr3,-
ENSG00000197616.11,23381990,23408277,chr14,-
ENSG00000157570.11,44726465,44931336,chr11,+
ENSG00000163931.15,53225652,53256052,chr3,-
ENSG00000149273.14,75399518,75405628,chr11,+
ENSG00000095794.19,35126948,35212465,chr10,+
ENSG00000150656.14,74534440,74585025,chr18,+
ENSG00000133026.12,8604395,8630761,chr17,-
ENSG00000068079.7,43006785,43014456,chr17,+
ENSG00000183066.14,41998788,42028768,chr22,+
ENSG00000104763.18,18056431,18084148,chr8,-
ENSG00000085662.13,134441787,134459192,chr7,-
ENSG00000169251.12,161221308,161252307,chr3,+
ENSG00000055955.15,52812975,52826917,chr3,-
ENSG00000204149.10,49942049,50010497,chr10,+
ENSG00000089234.15,111643794,111685986,chr12,-
ENSG00000160439.15,55041606,55063148,chr19,-
chr16:30120000,30120680,30123227,chr16,-
ENSG00000101294.16,31514457,31577923,chr20,+
ENSG00000117899.10,80947329,80989828,chr15,-
ENSG00000160801.13,46882249,46903799,chr3,+
ENSG00000142765.17,27342057,27353937,chr1,+
ENSG00000165526.8,126202414,126211646,chr11,-
ENSG00000169221.13,30357102,30359824,chr16,-
ENSG00000128536.15,105963259,106033772,chr7,+
ENSG00000134333.13,18394563,18407847,chr11,+
ENSG00000058673.16,203795654,203854124,chr1,+
ENSG00000119711.12,74060395,74084492,chr14,-
ENSG00000236603.2,30485940,30486954,chr6,+
ENSG00000230360.1,82086570,82088813,chr9,-
ENSG00000140395.8,78277835,78299636,chr15,-
ENSG00000162813.17,220058529,220089853,chr1,-
ENSG00000139428.11,109556697,109573514,chr12,-
ENSG00000142798.17,21823301,21830713,chr1,-
ENSG00000102172.15,21940715,21994835,chrX,+
ENSG00000116106.11,221418029,221572300,chr2,-
ENSG00000108523.15,4940100,4945172,chr17,+
ENSG00000138326.18,78033863,78056812,chr10,+
ENSG00000213614.9,72343857,72375993,chr15,-
ENSG00000156804.7,123503127,123541206,chr8,-
ENSG00000065923.9,46599471,46759055,chrX,-
ENSG00000101361.16,2652632,2658394,chr20,+
ENSG00000114942.13,206159604,206162928,chr2,+
ENSG00000166888.11,57095904,57111433,chr12,-
ENSG00000125124.11,56470403,56520087,chr16,-
ENSG00000111341.9,14881891,14885854,chr12,-
ENSG00000173120.14,67207568,67256373,chr11,+
ENSG00000159086.14,32733899,32771687,chr21,-
ENSG00000140332.15,70047790,70097900,chr15,-
ENSG00000130348.11,106629578,106666378,chr6,+
ENSG00000114520.10,125449070,125520197,chr3,-
ENSG00000197548.12,11272309,11557665,chr3,+
chr1:32170000,32170706,32176193,chr1,+
chr13:98383000,98383094,98384360,chr13,-
ENSG00000155903.11,141487084,141612794,chr3,+
chr12:130978000,130978331,130981392,chr12,-
ENSG00000204642.13,29723434,29727296,chr6,+
ENSG00000125812.15,23364384,23372250,chr20,+
ENSG00000115446.11,98608579,98618515,chr2,+
ENSG00000152234.15,46084150,46098315,chr18,-
ENSG00000102265.11,47582450,47586789,chrX,+
chr22:26560000_ENSG00000213707.2,26560517,26561253,chr22,+
ENSG00000140682.18,31472154,31477960,chr16,+
ENSG00000131504.15,141515022,141619055,chr5,-
ENSG00000100319.12,29730956,29767011,chr22,-
chr2:108378000,108378167,108381221,chr2,+
ENSG00000121350.15,21437645,21468910,chr12,+
ENSG00000087274.16,2867875,2930076,chr4,+
ENSG00000171453.17,43517089,43521506,chr6,+
ENSG00000163781.12,133655919,133661893,chr3,-
ENSG00000174628.16,19718283,19857539,chr16,+
ENSG00000157045.8,15037854,15055787,chr16,-
ENSG00000130005.12,1398600,1401494,chr19,-
chr19:55006000,55006193,55007514,chr19,+
ENSG00000175182.14,184335937,184345561,chr3,+
ENSG00000071553.16,154428687,154436516,chrX,+
ENSG00000088038.17,54137728,54155681,chr19,+
ENSG00000144567.10,219178714,219183492,chr2,+
ENSG00000213398.7,67939882,67944131,chr16,-
ENSG00000028277.21,42091078,42132478,chr19,-
ENSG00000137106.17,37422696,37436989,chr9,+
ENSG00000118985.15,95887388,95961848,chr5,-
ENSG00000178982.9,38619186,38636955,chr19,+
ENSG00000167995.15,61950353,61964461,chr11,+
ENSG00000004961.14,11111342,11121986,chrX,+
chr9:87726000,87726109,87731393,chr9,+
ENSG00000106028.10,141738358,141750461,chr7,+
ENSG00000157131.10,56854806,56918009,chr1,+
ENSG00000221914.9,26291528,26371129,chr8,+
ENSG00000100982.11,45934733,45948023,chr20,+
ENSG00000039537.13,41185953,41213510,chr5,-
ENSG00000174498.13,65328571,65356372,chr15,-
ENSG00000104529.17,143579728,143597111,chr8,-
ENSG00000167972.13,2316956,2340746,chr16,-
ENSG00000163462.17,155174601,155184969,chr1,+
ENSG00000145740.18,69093991,69104740,chr5,+
ENSG00000118515.11,134169252,134174896,chr6,-
ENSG00000162614.18,77888628,77942119,chr1,+
ENSG00000164941.13,94823290,94880327,chr8,+
ENSG00000152234.15,46084144,46098315,chr18,-
ENSG00000130429.12,99374707,99394801,chr7,+
ENSG00000100197.20,42126499,42129909,chr22,-
ENSG00000069849.10,141876614,141926514,chr3,+
ENSG00000128656.13,174799363,174847565,chr2,-
ENSG00000169255.13,161084804,161105384,chr3,-
ENSG00000241878.11,31618491,31662221,chr22,-
ENSG00000140853.15,56989563,57062927,chr16,+
ENSG00000107317.12,136977505,136981742,chr9,+
ENSG00000166091.19,23377047,23379642,chr14,+
ENSG00000118520.14,131573226,131584325,chr6,+
ENSG00000157326.18,23953734,23969274,chr14,+
ENSG00000129226.13,7579638,7582113,chr17,+
ENSG00000048707.13,12230067,12249603,chr1,+
ENSG00000066651.18,125986551,126039276,chr6,+
ENSG00000161647.18,43801443,43833170,chr17,-
chr3:44578000,44578217,44579601,chr3,+
ENSG00000149532.15,61402919,61429968,chr11,-
ENSG00000204314.10,32148871,32154365,chr6,-
ENSG00000130208.9,44914710,44931503,chr19,+
ENSG00000095059.15,12675722,12681838,chr19,-
ENSG00000157191.19,16440724,16460077,chr1,+
ENSG00000104886.11,2233149,2236330,chr19,-
ENSG00000108651.9,31851871,31901765,chr17,-
ENSG00000179023.8,18480982,18485777,chr1,+
ENSG00000158864.12,161197419,161214395,chr1,+
ENSG00000218336.8,182243429,182351342,chr4,+
ENSG00000183431.11,37957956,37990075,chr1,-
ENSG00000151376.16,86438184,86672618,chr11,-
ENSG00000170791.17,56211789,56218619,chr8,+
ENSG00000182566.13,7728957,7732205,chr19,-
ENSG00000174444.14,66499320,66504827,chr15,-
ENSG00000108515.17,4950190,4957131,chr17,+
ENSG00000196781.14,81633469,81688448,chr9,-
ENSG00000161016.17,144789769,144792420,chr8,-
ENSG00000169062.14,114281925,114305817,chr13,+
ENSG00000166741.7,114296423,114312516,chr11,+
ENSG00000116209.11,54031676,54053192,chr1,-
ENSG00000077380.15,171687470,171748420,chr2,+
ENSG00000158092.6,136862267,136949126,chr3,+
ENSG00000187109.13,76046174,76084731,chr12,-
ENSG00000158402.18,138291418,138331877,chr5,-
ENSG00000167107.12,50426218,50474837,chr17,+
chr19:49449000,49449799,49451810,chr19,-
chr3:184817000,184817206,184818641,chr3,+
ENSG00000058404.19,44219346,44325519,chr7,-
ENSG00000169756.16,108534456,108685366,chr2,+
ENSG00000133315.10,63998558,64166106,chr11,-
ENSG00000130731.15,634430,636358,chr16,-
ENSG00000161040.16,102812761,102973219,chr7,-
ENSG00000163541.11,84423530,84459236,chr2,-
ENSG00000121310.16,52896232,52921785,chr1,-
ENSG00000227525.4,19089130,19089975,chr12,+
ENSG00000277586.2,24950955,24956620,chr8,-
ENSG00000170379.19,143620950,143730086,chr7,+
ENSG00000077080.9,100643097,100656461,chr7,-
ENSG00000162877.12,205828026,205850117,chr1,-
ENSG00000026652.13,161136077,161274025,chr6,-
ENSG00000156219.16,76074710,76112791,chr4,+
ENSG00000162735.18,160278480,160284223,chr1,-
ENSG00000131462.7,42609686,42615221,chr17,+
chr7:92204000,92204099,92206963,chr7,+
ENSG00000184007.18,31908653,31937886,chr1,-
ENSG00000169251.12,161221308,161252004,chr3,+
ENSG00000215305.9,2840703,2866732,chr20,+
ENSG00000122642.10,32957425,33005859,chr7,+
ENSG00000169045.17,179614178,179623721,chr5,-
ENSG00000105176.17,29942251,30015704,chr19,+
ENSG00000196549.10,155079856,155181584,chr3,+
ENSG00000165591.6,57286706,57489196,chrX,+
ENSG00000174652.17,9412427,9435578,chr19,-
ENSG00000159063.12,78100946,78139660,chr11,-
ENSG00000118473.21,66534156,66745085,chr1,+
ENSG00000147162.13,71533104,71546280,chrX,+
ENSG00000008838.19,40028060,40054416,chr17,-
ENSG00000125835.18,2461634,2470732,chr20,-
ENSG00000148484.17,16592913,16817454,chr10,-
ENSG00000078618.21,51789212,51793933,chr1,-
chr12:132971000_ENSG00000256563.2,132971975,132972931,chr12,-
ENSG00000204054.13,129496923,129503931,chr9,+
ENSG00000139644.12,49741557,49764934,chr12,+
ENSG00000172262.11,43120918,43176247,chr5,+
ENSG00000117054.13,75724706,75763491,chr1,+
ENSG00000087111.20,28553383,28571536,chr17,-
ENSG00000168994.13,3722620,3751532,chr6,-
ENSG00000188554.13,43171214,43210853,chr17,+
ENSG00000183018.8,4533032,4539035,chr17,+
ENSG00000157933.9,2303646,2307138,chr1,+
ENSG00000156787.16,123072723,123142303,chr8,+
ENSG00000163900.10,185490997,185499035,chr3,-
ENSG00000141380.13,26016253,26090652,chr18,-
ENSG00000184967.6,132144448,132152473,chr12,+
ENSG00000164896.19,151076624,151080844,chr7,-
ENSG00000145920.14,175796742,175880053,chr5,+
ENSG00000091073.19,76461701,76501620,chr7,+
ENSG00000266028.7,206406377,206454700,chr1,+
ENSG00000151806.13,44678427,44700100,chr4,+
ENSG00000224078.13,25073107,25081153,chr15,+
ENSG00000108439.9,47941571,47948288,chr17,+
ENSG00000108799.12,42700275,42745037,chr17,-
ENSG00000164082.14,51707070,51718613,chr3,+
ENSG00000083838.15,58476428,58481230,chr19,+
ENSG00000115602.16,102311568,102346099,chr2,+
ENSG00000168434.12,23388493,23453180,chr16,-
ENSG00000007384.15,58059,72631,chr16,-
ENSG00000036473.6,38352545,38421191,chrX,+
ENSG00000242288.9,73704339,73730466,chr10,-
chr15:75644000,75644253,75645019,chr15,-
chr2:27470000,27470781,27471279,chr2,-
chr19:1320000,1320742,1321224,chr19,-
ENSG00000125450.10,75205690,75235710,chr17,+
ENSG00000170275.14,33114054,33143158,chr3,+
ENSG00000110274.15,117328103,117413266,chr11,+
ENSG00000152558.14,102398657,102452552,chr11,-
ENSG00000131051.22,35704326,35742312,chr20,-
ENSG00000113643.8,168486470,168498267,chr5,+
chr17:37579000,37579417,37580732,chr17,+
ENSG00000067248.9,55256245,55307694,chr5,-
ENSG00000183520.11,38012734,38023801,chr1,+
chr22:50527000,50527938,50530018,chr22,-
ENSG00000124279.11,7859159,7869037,chr5,-
ENSG00000115107.19,119223831,119265652,chr2,+
ENSG00000141504.11,7626238,7627876,chr17,-
chr11:63985000,63985447,63986412,chr11,-
ENSG00000095321.16,129094810,129110782,chr9,-
ENSG00000099889.13,19969896,19987190,chr22,-
ENSG00000162961.13,32011649,32039812,chr2,-
ENSG00000266200.6,116620953,116628386,chr10,+
ENSG00000122194.18,160702242,160734773,chr6,+
ENSG00000167658.15,3976056,3985463,chr19,-
chr19:39406000,39406857,39409412,chr19,+
chr16:11587000,11587248,11588587,chr16,+
chr7:2232000,2232975,2233828,chr7,+
ENSG00000187688.14,16415542,16437003,chr17,+
ENSG00000162923.14,224389136,224433856,chr1,-
ENSG00000105323.16,41264847,41305854,chr19,+
ENSG00000116455.13,111438640,111447532,chr1,-
ENSG00000112419.14,143608180,143754760,chr6,+
ENSG00000113013.12,138555360,138575444,chr5,-
ENSG00000143549.19,154167747,154192058,chr1,-
ENSG00000198862.13,28963477,28992885,chr21,-
ENSG00000137478.14,72842954,73142046,chr11,-
ENSG00000258790.1,35122552,35317478,chr14,+
ENSG00000083454.21,3671642,3696033,chr17,-
ENSG00000110046.12,64907775,64917248,chr11,-
ENSG00000171557.16,154604134,154612659,chr4,-
chr20:31970000_ENSG00000278012.1,31970141,31970831,chr20,+
ENSG00000173818.16,80415165,80430343,chr17,+
ENSG00000119541.9,63389190,63422483,chr18,-
ENSG00000171863.12,3575322,3580919,chr2,+
ENSG00000104408.9,108201743,108248765,chr8,-
ENSG00000153201.15,108719553,108763682,chr2,+
ENSG00000007129.17,41576179,41586844,chr19,+
ENSG00000243753.5,30259584,30293014,chr6,+
ENSG00000108349.16,40140537,40170824,chr17,+
ENSG00000169169.14,49691110,49713672,chr19,+
ENSG00000105613.9,12847802,12858921,chr19,+
ENSG00000185246.17,45084118,45115601,chr14,+
chr8:22226000,22226751,22228253,chr8,-
chr2:219559000_ENSG00000269068.1,219559034,219559998,chr2,+
ENSG00000123297.17,57772600,57796734,chr12,+
ENSG00000137656.11,116748170,116772988,chr11,-
ENSG00000143554.13,153775292,153780157,chr1,+
chr1:8806000,8806144,8807070,chr1,-
ENSG00000139567.12,51906908,51921069,chr12,+
ENSG00000115268.9,1438405,1440488,chr19,+
ENSG00000140350.15,68778535,68820895,chr15,-
ENSG00000121851.12,145964702,145978848,chr1,+
ENSG00000185825.15,153700497,153724383,chrX,-
ENSG00000115756.12,10302889,10427609,chr2,+
ENSG00000129566.12,20365667,20373100,chr14,-
ENSG00000149925.17,30065762,30070380,chr16,+
ENSG00000130707.17,130444962,130501274,chr9,+
ENSG00000025708.13,50525752,50530056,chr22,-
ENSG00000174444.14,66498964,66504827,chr15,-
ENSG00000163110.14,94451920,94588216,chr4,+
ENSG00000049167.13,60891660,60945073,chr5,-
chr14:67239000,67239913,67241108,chr14,-
ENSG00000132612.15,69311356,69324652,chr16,+
ENSG00000248115.1,52945666,52951022,chr4,+
ENSG00000159593.14,66802878,66830997,chr16,-
ENSG00000111684.10,6976186,7018477,chr12,-
ENSG00000138760.9,76158733,76213520,chr4,-
ENSG00000049089.13,40300487,40316702,chr1,-
chr3:48466000,48466262,48468266,chr3,+
ENSG00000141562.17,82458194,82488215,chr17,+
ENSG00000082146.12,201451734,201480724,chr2,+
ENSG00000168878.16,85658851,85668203,chr2,-
ENSG00000029534.19,41655301,41665274,chr8,-
ENSG00000116729.13,68142707,68232521,chr1,-
ENSG00000142166.12,33324973,33356041,chr21,+
ENSG00000169519.20,28108354,28145599,chr11,+
ENSG00000147576.15,66432504,66468809,chr8,+
ENSG00000163938.16,52686171,52694491,chr3,+
ENSG00000270800.2,34284455,34426125,chr6,-
ENSG00000115257.15,1481428,1490377,chr19,-
ENSG00000110958.15,56663613,56688375,chr12,-
ENSG00000132879.13,11654857,11663326,chr1,+
ENSG00000149925.17,30065791,30070380,chr16,+
ENSG00000196498.13,124324416,124341863,chr12,-
ENSG00000204257.14,32948613,32969094,chr6,-
ENSG00000108821.13,50185228,50201632,chr17,-
ENSG00000103064.13,68264530,68299302,chr16,+
ENSG00000144214.9,99284238,99336385,chr2,-
ENSG00000106723.16,88388419,88478694,chr9,+
ENSG00000175550.7,65919437,65921450,chr11,+
ENSG00000092330.15,24239643,24242342,chr14,-
ENSG00000100614.17,60249268,60293355,chr14,+
ENSG00000168309.16,58565461,58627610,chr3,-
ENSG00000174227.15,499258,539523,chr4,+
ENSG00000108654.13,64499622,64506323,chr17,-
ENSG00000168397.16,241637693,241673854,chr2,+
chr11:61778000,61778794,61780001,chr11,+
ENSG00000198715.11,156292688,156295654,chr1,-
chr12:56116000,56116633,56117826,chr12,+
ENSG00000138758.11,76987788,77037374,chr4,+
ENSG00000100697.14,95107876,95157486,chr14,-
ENSG00000111203.11,2812681,2824941,chr12,+
